dexy - INFO - starting logging for dexy
dexy - INFO - (state:running) 06906dcb2f4e25a87cda8e2277440530 doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/global-header-writer.js: running...
dexy - INFO - (state:running) ccda65027e31e8ed1b48769b50fa1aa5 doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/extended-header-writer.js: running...
dexy - INFO - (state:running) 2db50bfd90223c699b1a2247a2168fe4 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/test_underscore/vendor/jquery.js: running...
dexy - INFO - (state:running) a79e4fe435d6b835b527190cdb0f53d6 doc:node_modules/grunt-contrib-watch/node_modules/lodash/dist/lodash.compat.min.js: running...
dexy - INFO - (state:running) bb7776071f95aa4ee3e4f4ca3d2123e5 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/examples/g.js: running...
dexy - INFO - (state:running) 585c612b4cbcd20dd7389e133dd0ff0b doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/lodash/lodash.js: running...
dexy - INFO - (state:running) 07094c582c2f3fea7b9aa7b83abbb8dc doc:node_modules/grunt/node_modules/js-yaml/node_modules/esprima/test/reflect.js: running...
dexy - INFO - (state:running) d49d245ebe7f9a28e906e8b0c5fc45ae doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/grammar.js: running...
dexy - INFO - (state:running) a54666c2378e05c036fe2b9bd01b79a8 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/test/client.js: running...
dexy - INFO - (state:running) 4c410ed0d070441e283e27f974959111 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/vendor/qunit.js: running...
dexy - INFO - (state:running) d5773bddc72d4949a69ca9c8546dc6c9 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/block-stream/block-stream.js: running...
dexy - INFO - (state:running) 65e40277f9607d3e0659a3f9ccd7ebdc doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/node_modules/graceful-fs/test/open.js: running...
dexy - INFO - (state:running) 6411e84218c4d8d64c7fd432ec4892d0 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/lodash/dist/lodash.underscore.min.js: running...
dexy - INFO - (state:running) 8f66dae5cd4f2431a91e20bba9f8caa8 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/index.js: running...
dexy - INFO - (state:running) 8f88eaf21c96c09c2f9c759ea11a63d5 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/const.js: running...
dexy - INFO - (state:running) 71bfb23c7b767a65d46c789b6eaf977b doc:node_modules/grunt/node_modules/iconv-lite/encodings/gbk.js: running...
dexy - INFO - (state:running) 78e0af0ab9f3b7651373352931c1c51f doc:node_modules/grunt-contrib-watch/tasks/lib/taskrunner.js: running...
dexy - INFO - (state:running) f6c6ed352a57742c0b1fc83a6615388f doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/extended-header.js: running...
dexy - INFO - (state:running) 140a5fe1f540d7696b472b6546e82679 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/objects.js: running...
dexy - INFO - (state:running) 8d16a8a284f8cacd808cc92a7b671bf9 doc:node_modules/grunt/node_modules/hooker/child.js: running...
dexy - INFO - (state:running) 9a3f3c121a906e930461633dfebaaa7f doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/collections.js: running...
dexy - INFO - (state:running) b8a06945bea78b900c23d870f29644d1 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/lib/underscore.string.js: running...
dexy - INFO - (state:running) 098aca972d59c8772f62042433c68021 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/store/constant.js: running...
dexy - INFO - (state:running) f4c391ce8bd955d74b6e13a93d753f43 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/set.js: running...
dexy - INFO - (state:running) e87a0f0a57444c8ac42fb52704458a08 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/lib/public/livereload.js: running...
dexy - INFO - (state:running) 92342f4b541231def2ad4eead9463310 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/build.js: running...
dexy - INFO - (state:running) 6193da4be3142bdfcb82d3d8a45da79a doc:node_modules/grunt/node_modules/grunt-legacy-util/test/fixtures/spawn.js: running...
dexy - INFO - (state:running) 6e0de33e71cd6904d87757e7e5b2b48b doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/schema/safe.js: running...
dexy - INFO - (state:running) 469b9dcef714d00bc2addd6d2516026a doc:node_modules/grunt-contrib-watch/node_modules/async/lib/async.js: running...
dexy - INFO - (state:running) be09ea04301d7ee4394325bdb260acbe doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/arrays.js: running...
dexy - INFO - (state:running) 2af3559c111ff9d8c13dfb0ba5a51342 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/schema/minimal.js: running...
dexy - INFO - (state:running) 1df97a94adb55b2c9069ee0d06c9ad61 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/vendor/jquery.js: running...
dexy - INFO - (state:running) ac21bc24613960616c41e597e17b39fc doc:node_modules/grunt/lib/grunt/config.js: running...
dexy - INFO - (state:running) 06b98a57df7ce067ba5e5905685a044f doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/test/fixtures/b.js: running...
dexy - INFO - (state:running) f0b9e42799f4e156241cdde9a6707ca4 doc:node_modules/grunt/lib/grunt/event.js: running...
dexy - INFO - (state:running) c33e355ada2616173726393af37c5f07 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/examples/autobahn_client.js: running...
dexy - INFO - (state:running) 925da9c251534e837d4f832e30d6aafe doc:node_modules/grunt/node_modules/underscore.string/test/speed.js: running...
dexy - INFO - (state:running) fcb6e77f364002573e0a2cd87aa52d1b doc:node_modules/grunt/node_modules/iconv-lite/test/big5-test.js: running...
dexy - INFO - (state:running) ad45a877bfa5e499812d6f1d2d09acb0 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/api/event_target.js: running...
dexy - INFO - (state:running) e05bc0cd1eb83296c690fb353dab6bf1 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/get-type.js: running...
dexy - INFO - (state:running) 24e1e5dbe4fc5985c2a8fea4ad4fd19d doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/test/api.js: running...
dexy - INFO - (state:running) 303b9f965ed6e153fd8487bd844c761e doc:node_modules/grunt/node_modules/iconv-lite/test/turkish-test.js: running...
dexy - INFO - (state:running) a6d8e1b7e10fa32251921ff3700e9891 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/bool.js: running...
dexy - INFO - (state:running) a9acb9d419a0ab480c533c8fcd52f5fb doc:node_modules/grunt/node_modules/hooker/parent.js: running...
dexy - INFO - (state:running) 233deab651a8861132f014dcd1ea7db9 doc:node_modules/grunt/node_modules/underscore.string/test/run-qunit.js: running...
dexy - INFO - (state:running) 554e8e57450e6bdcf02ff3f75ff4a635 doc:node_modules/grunt/node_modules/grunt-legacy-util/Gruntfile.js: running...
dexy - INFO - (state:running) d2169b0271aa2c310d8b6e9ca12695c7 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/test/middleware.js: running...
dexy - INFO - (state:running) 30fb60d21f9a4ceeaaf1b2532a5d9c11 doc:node_modules/grunt-contrib-watch/node_modules/lodash/dist/lodash.js: running...
dexy - INFO - (state:running) c4d7e4b56986473f22974f983000810e doc:node_modules/grunt/node_modules/exit/test/fixtures/log.js: running...
dexy - INFO - (state:running) 26fc7e488b835e020b40e30a1498727d doc:node_modules/grunt/node_modules/lodash/vendor/tar/lib/header.js: running...
dexy - INFO - (state:running) 3230fae3d19693abdac08780aaf37221 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/count.js: running...
dexy - INFO - (state:running) 7b4bdfa4529c9380df94cc02c16e5f77 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/test/memory-leak.js: running...
dexy - INFO - (state:running) 2543752d413a9e25216ee5293951e021 doc:node_modules/grunt/node_modules/rimraf/rimraf.js: running...
dexy - INFO - (state:running) 35724fbe1752a1eaf14371b483faeee3 doc:node_modules/grunt/node_modules/glob/node_modules/graceful-fs/graceful-fs.js: running...
dexy - INFO - (state:running) 962ed731cf9da00848396da29232f92d doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/test/browser/expect.js: running...
dexy - INFO - (state:running) 3662e8d24105aa108e8e0258bdd18d7d doc:node_modules/grunt/lib/grunt/fail.js: running...
dexy - INFO - (state:running) 26f60346941f5ee263275f7f61936415 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/node_modules/graceful-fs/test/ulimit.js: running...
dexy - INFO - (state:running) 276f9fbfddc9a067e5d98f8691cd752a doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/argument_parser.js: running...
dexy - INFO - (state:running) 6a1131873f5b914295dc54b8b0ebc740 doc:node_modules/grunt-contrib-watch/node_modules/lodash/lodash.js: running...
dexy - INFO - (state:running) 13d043bfc4be4c35e9a57d566a64123e doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt/node_modules/abbrev/abbrev.js: running...
dexy - INFO - (state:running) 91a36e09823fdf4e8ebb04689736e7dc doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/lodash/dist/lodash.compat.min.js: running...
dexy - INFO - (state:running) 48aeebd96e805cf6bbb358efb917ba73 doc:node_modules/grunt/node_modules/lodash/build/pre-compile.js: running...
dexy - INFO - (state:running) 1e9dcf81df7bc4cbe6e9fc41d325206b doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/test/browser/jquery.js: running...
dexy - INFO - (state:running) 21705db91b8b91d81ca60a270b8f51ac doc:node_modules/grunt-contrib-watch/tasks/lib/livereload.js: running...
dexy - INFO - (state:running) 7846bc7f6a6852d57b2166dbfdc9ab23 doc:node_modules/grunt/node_modules/lodash/lodash.underscore.min.js: running...
dexy - INFO - (state:running) c9164f5f020fbe8a219c7924c34984e4 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore/underscore.js: running...
dexy - INFO - (state:running) e5c58a75591fefa8c41fe183f47f6fe9 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/examples/usr-local.js: running...
dexy - INFO - (state:running) 00c7b21f246531dfe1f5fda9c8c0ffc8 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/qs/test/browser/mocha.js: running...
dexy - INFO - (state:running) 3a2f91a442722def2e76b63231b73332 doc:node_modules/grunt/node_modules/exit/test/exit_test.js: running...
dexy - INFO - (state:running) 989c3a4c4bfc0947ca1e1318987d20bc doc:node_modules/grunt/node_modules/dateformat/test/test_weekofyear.js: running...
dexy - INFO - (state:running) 8efeb2290f464442a594932a9c1eba22 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/test_underscore/arrays.js: running...
dexy - INFO - (state:running) f43e062cfa0fda2180767edf99905c00 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/build/post-compile.js: running...
dexy - INFO - (state:running) 10d76b0daf5fc00256cebe9f825c007c doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/examples/testformatters.js: running...
dexy - INFO - (state:running) 724f49db40a7a621a72fda8e310822c6 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/link-reader.js: running...
dexy - INFO - (state:running) b1f1dde034f55fc21b27c78dbca9b9e7 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/draft76_parser.js: running...
dexy - INFO - (state:running) 486b6ef44c681f53cb0b17f4fb1bbb54 doc:node_modules/grunt/node_modules/grunt-legacy-log/Gruntfile.js: running...
dexy - INFO - (state:running) e8ea8ff39f3cc7ca5c0a11f10df30c68 doc:node_modules/grunt/node_modules/js-yaml/examples/sample_document.js: running...
dexy - INFO - (state:running) bcb45f67408c6c401b4f87f177c10731 doc:node_modules/grunt/lib/grunt/cli.js: running...
dexy - INFO - (state:running) fc689cca34acfa104e9caf3710eb5c42 doc:node_modules/grunt/node_modules/glob/node_modules/inherits/inherits.js: running...
dexy - INFO - (state:running) 7a00e7960381bc3a205b3b2ec211cad6 doc:node_modules/grunt/node_modules/glob/test/00-setup.js: running...
dexy - INFO - (state:running) 6503f71f5a1a2465e078e278a00c84b9 doc:node_modules/grunt-contrib-watch/tasks/watch.js: running...
dexy - INFO - (state:running) b0a7fc950ebea336ae49a2a6fa285493 doc:node_modules/grunt/node_modules/js-yaml/node_modules/esprima/test/run.js: running...
dexy - INFO - (state:running) 287af407b0b2e7c7b9150caf224d0528 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/extract.js: running...
dexy - INFO - (state:running) 87f62cd56f44068c4237b4255527207b doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/test/basic.js: running...
dexy - INFO - (state:running) af890b8a49c380a7060d37fd4384af0f doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/store/false.js: running...
dexy - INFO - (state:running) b77272aacfa22e2b62707874d15ca088 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/float.js: running...
dexy - INFO - (state:running) cca030f511640b187a1484f8670568f9 doc:node_modules/grunt/node_modules/lodash/lodash.js: running...
dexy - INFO - (state:running) 7dd1115104ba545976b917852f51d1e5 doc:node_modules/grunt/node_modules/iconv-lite/encodings/table/gbk.js: running...
dexy - INFO - (state:running) 7a4e3e0c44ae2ce162bd693bcffe8334 doc:node_modules/grunt/node_modules/async/index.js: running...
dexy - INFO - (state:running) ed6be520211f71fd1f174c63745a7f89 doc:node_modules/grunt/node_modules/js-yaml/node_modules/esprima/test/runner.js: running...
dexy - INFO - (state:running) 948711ef09b7f6de0ad5c65b20e1371a doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/benchmark.js/benchmark.js: running...
dexy - INFO - (state:running) f47e6a15ff6c51004a3e9f3c2497ba02 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/action/help.js: running...
dexy - INFO - (state:running) 09ccf05c2e92c1e1111c063a51266403 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/reader.js: running...
dexy - INFO - (state:running) e58bcc79646ce51668e6afe972a6caae doc:node_modules/grunt/node_modules/colors/colors.js: running...
dexy - INFO - (state:running) f21fb4934e42a2e72631cca646c1251a doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/writer.js: running...
dexy - INFO - (state:running) fbcc7ffb493678fc4216693288ed702c doc:node_modules/grunt/node_modules/minimatch/test/defaults.js: running...
dexy - INFO - (state:running) d9fab0e4b04ad693e22818d7738f148f doc:node_modules/grunt/node_modules/lodash/lodash.min.js: running...
dexy - INFO - (state:running) 02d56deba06c189d210d3bc3578f9f94 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/eventsource.js: running...
dexy - INFO - (state:running) 534168e5f33674d13e19a6eec3ae0eee doc:node_modules/grunt/node_modules/underscore.string/test/test_underscore/functions.js: running...
dexy - INFO - (state:running) 5b6fefa19520728187f939772a91ef85 doc:node_modules/grunt/node_modules/hooker/dist/ba-hooker.js: running...
dexy - INFO - (state:running) 3dbc152a9993d572fba43f7c2fb0041c doc:node_modules/grunt/node_modules/grunt-legacy-log/test/index.js: running...
dexy - INFO - (state:running) ec5b8f8d188ff520126494155de2d705 doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/merge.js: running...
dexy - INFO - (state:running) aa7a099f43ae8714c2208fc752cf834e doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/minimatch/node_modules/sigmund/sigmund.js: running...
dexy - INFO - (state:running) dfeadc7764362b4d272b7c3c7f7137f3 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/util/extend.js: running...
dexy - INFO - (state:running) dcaab67327fc63a25a96320b315786f5 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/lib/faye/websocket/hybi_parser.js: running...
dexy - INFO - (state:running) d4203666a58e7ed90a0dcd55645c4e49 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/argument/group.js: running...
dexy - INFO - (state:running) d98bacf43898eb7b9e8b421fdcb668c3 doc:node_modules/grunt/node_modules/iconv-lite/generation/generate-singlebyte.js: running...
dexy - INFO - (state:running) 29abbe0ede97799dabe493d4e6208bbf doc:node_modules/grunt/node_modules/minimatch/node_modules/lru-cache/test/memory-leak.js: running...
dexy - INFO - (state:running) 4d62b16be8b2e3dcca08e06dfc68ecc8 doc:node_modules/grunt/node_modules/glob/examples/usr-local.js: running...
dexy - INFO - (state:running) 224683099ecfb4a9ff2d40a70d5dc8f7 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/pack.js: running...
dexy - INFO - (state:running) 7acce88a950b50cb9631bf646160c192 doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/lexer.js: running...
dexy - INFO - (state:running) a770fd3e4629b137e5ecd9efcec8e5f1 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/bash-comparison.js: running...
dexy - INFO - (state:running) e2117366398de99da743a5ed65dc1dba doc:node_modules/grunt/node_modules/js-yaml/lib/js-yaml/type/binary.js: running...
dexy - INFO - (state:running) 27c9b9a4fc0eada9f4b0eee70f5d53e2 doc:screenshots.js: running...
dexy - INFO - (state:running) 570cde570a5c071eb390622861c48f94 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/lib/lru-cache.js: running...
dexy - INFO - (state:running) 191e752d9481b4681015d18fadda8c1f doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/node_modules/graceful-fs/graceful-fs.js: running...
dexy - INFO - (state:running) b2bf68a372e1a54521783329733b2cdd doc:node_modules/grunt/node_modules/minimatch/node_modules/sigmund/sigmund.js: running...
dexy - INFO - (state:running) d762379a20546b901be08bebcb7195ba doc:node_modules/grunt/node_modules/js-yaml/examples/custom_types.js: running...
dexy - INFO - (state:running) f50c9644d9576aa99816577297dd14a7 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/abstract.js: running...
dexy - INFO - (state:running) 4de8bfc0c12ca2558eff8935167c4dc6 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/glob/test/bash-comparison.js: running...
dexy - INFO - (state:running) 118486d94264cf1771ad844c4929a341 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/rimraf/rimraf.js: running...
dexy - INFO - (state:running) 9ab8f88628ff29fb376d33951cb8762c doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/test/fixtures/expand/js/bar.js: running...
dexy - INFO - (state:running) 94f5d82f0e7bb43e8322be720e856630 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/link-reader.js: running...
dexy - INFO - (state:running) 9deb765d2ddadc30e4677997698be548 doc:node_modules/grunt-contrib-watch/node_modules/lodash/dist/lodash.min.js: running...
dexy - INFO - (state:running) dfa67269dac2a88fb0d9c38695319b84 doc:node_modules/grunt/node_modules/js-yaml/examples/dumper.js: running...
dexy - INFO - (state:running) 9a9fa2a5417932e2cfbd2422ed8af911 doc:node_modules/grunt/node_modules/minimatch/minimatch.js: running...
dexy - INFO - (state:running) f865278afd728f3aeac5f9b5176313aa doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/index.js: running...
dexy - INFO - (state:running) 8e2a5f5c70bab504f1cc63adf4157dd7 doc:node_modules/grunt/node_modules/minimatch/node_modules/sigmund/bench.js: running...
dexy - INFO - (state:running) b2e33bbf970f8956c20bd21cab909b8d doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/lib/argument/error.js: running...
dexy - INFO - (state:running) 3d8f25faa1b5462adf7e2da1664cfd08 doc:node_modules/grunt/node_modules/grunt-legacy-util/test/fixtures/Gruntfile-execArgv-child.js: running...
dexy - INFO - (state:running) db8259a8cee01500bd9b1e9c2d6d37f7 doc:node_modules/grunt/node_modules/exit/test/fixtures/log-broken.js: running...
dexy - INFO - (state:running) d4e9761dd2b7464d814e13c6ae945a0f doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/minimatch/minimatch.js: running...
dexy - INFO - (state:running) 64dd5c38e06ae378b7054354f515006a doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/file-writer.js: running...
dexy - INFO - (state:running) 9c152da758cf2820966508449cf8dced doc:node_modules/grunt/node_modules/findup-sync/lib/findup-sync.js: running...
dexy - INFO - (state:running) 9ad063451b88381bdb7d631ea61a3179 doc:node_modules/grunt-contrib-watch/node_modules/gaze/lib/helper.js: running...
dexy - INFO - (state:running) 92faa3422965216c07c88fb374de78fc doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/utility.js: running...
dexy - INFO - (state:running) 66133cf77d75a673dca2074dd586a601 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/stat.js: running...
dexy - INFO - (state:running) 52df9307e03bade50d573bd34e2a849c doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/util/index.js: running...
dexy - INFO - (state:running) eccedfd77a75e5be6189312d560a31cc doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/socket-reader.js: running...
dexy - INFO - (state:running) a5d8c3f8b47d333491c69b955b285892 doc:node_modules/grunt/node_modules/findup-sync/node_modules/lodash/dist/lodash.js: running...
dexy - INFO - (state:running) 50cea70d4e3eda16781cfa34c0e52775 doc:node_modules/grunt/node_modules/glob/test/root-nomount.js: running...
dexy - INFO - (state:running) 3d22452c073003913063c1da093ca355 doc:node_modules/grunt-contrib-watch/tasks/lib/taskrun.js: running...
dexy - INFO - (state:running) 60a1fd5cc64e7d42c2e554a8eca11016 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/minimatch/test/extglob-ending-with-state-char.js: running...
dexy - INFO - (state:running) 9957c00c2962a4dfa3bc124f61a02e8d doc:node_modules/grunt/node_modules/underscore.string/test/test_underscore/chaining.js: running...
dexy - INFO - (state:running) e935a95303350923c5da7b47dae146fd doc:node_modules/grunt/node_modules/underscore.string/test/test_underscore/temp.js: running...
dexy - INFO - (state:running) 6dda45de403c92bdac1e3b5d12874ace doc:node_modules/grunt/node_modules/findup-sync/Gruntfile.js: running...
dexy - INFO - (state:running) 31a353d32c4c742bee859ba4962c249c doc:node_modules/grunt/node_modules/iconv-lite/index.js: running...
dexy - INFO - (state:running) 8fe4fd100c5c538b6e687b7e5ebe6230 doc:node_modules/grunt/node_modules/hooker/dist/ba-hooker.min.js: running...
dexy - INFO - (state:running) e7af152ce4a1ba28bd1cbca9b72764d2 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/spec/faye/websocket/client_spec.js: running...
dexy - INFO - (state:running) efb9472b9b9bdc3c454512e4a2a2e3e7 doc:node_modules/grunt/node_modules/iconv-lite/test/gbk-test.js: running...
dexy - INFO - (state:running) 620df271ea8625b6f45d745d86c9a4d0 doc:node_modules/grunt/lib/grunt/file.js: running...
dexy - INFO - (state:running) fe405978a988cae46c4a98367498c70a doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt/examples/my-program.js: running...
dexy - INFO - (state:running) 08f9f8012ca523f2b049563de2c4f6a7 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/entry-writer.js: running...
dexy - INFO - (state:running) 951b8fdef1256ea7e36443864bb2ccd2 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/lib/index.js: running...
dexy - INFO - (state:running) 10e6f56e2052c103dcf509165ff3a4eb doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/lib/file-reader.js: running...
dexy - INFO - (state:running) 45488343d427eaadcae9d1935bfae592 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/lib/underscore.string.js: running...
dexy - INFO - (state:running) 1fdca76f9e77090de3835993b523e708 doc:node_modules/grunt/node_modules/js-yaml/node_modules/esprima/test/compat.js: running...
dexy - INFO - (state:running) fa7815f6579a8a749cbb920552135a1d doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/header.js: running...
dexy - INFO - (state:running) bacb7b21a56b2fa5b8515ee71bccf89b doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/repl.js: running...
dexy - INFO - (state:running) e6193005fcbeffcb48e1a93a3b9ee459 doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/faye-websocket/spec/runner.js: running...
dexy - INFO - (state:running) 06f4b7bfcdfcdd20cf4aea3b2c04f0c7 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/speed.js: running...
dexy - INFO - (state:running) b1c25e98ee4efd277cd9cdac8b8e7640 doc:node_modules/grunt/lib/grunt/task.js: running...
dexy - INFO - (state:running) 6ce97d603a0dbfbfb4f056d8b323d3e1 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/node_modules/underscore.string/test/underscore.js: running...
dexy - INFO - (state:running) f8e8050925ac263b004cd3932f734b6d doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/fstream/lib/link-writer.js: running...
dexy - INFO - (state:running) b4ad0771d56192947f5910664c428193 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/root-nomount.js: running...
dexy - INFO - (state:running) cd7dc9e86bef82c2c44b1df1506e1898 doc:node_modules/grunt/node_modules/js-yaml/node_modules/argparse/examples/sum.js: running...
dexy - INFO - (state:running) 8f99c9a5de9821544bdd6bcdbb302bf1 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/vendor/fstream/fstream.js: running...
dexy - INFO - (state:running) 3edaa373263f81761b83537c8c3f261b doc:node_modules/grunt-contrib-watch/node_modules/tiny-lr-fork/node_modules/debug/lib/debug.js: running...
dexy - INFO - (state:running) 77d2072452bb2670483ac81edbdc0a99 doc:node_modules/grunt/node_modules/lodash/vendor/tar/vendor/mkdirp/index.js: running...
dexy - INFO - (state:running) 94f614474338d381461675bea29cf2f5 doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/buffer-entry.js: running...
